neg,neu,pos,compound,sentiment_label,section,source_url
0.047,0.84,0.113,0.9996,positive,qa,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2026/html/ecb.is260319~93b1cbad97.en.html
