neg,neu,pos,compound,sentiment_label,section,source_url
0.082,0.803,0.115,0.993,positive,statement,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2026/html/ecb.is260319~93b1cbad97.en.html
